Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Non-Emergency PCI,2013,351,5,1.42,0.89,1.18,0.38,2.75,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2013,1386,8,0.58,0.78,0.54,0.23,1.07,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Non-Emergency PCI,2013,1305,11,0.84,0.61,1.03,0.51,1.84,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Non-Emergency PCI,2013,2339,22,0.94,0.80,0.87,0.55,1.32,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,Non-Emergency PCI,2013,435,4,0.92,0.56,1.22,0.33,3.12,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2013,1149,14,1.22,0.93,0.97,0.53,1.63,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,Non-Emergency PCI,2013,39391,291,0.74,0.74,0.74,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Non-Emergency PCI,2013,1268,6,0.47,0.49,0.72,0.26,1.57,Rate not different than Statewide Rate
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2013,15,0,0.00,0.22,0.00,0.00,81.42,Rate not different than Statewide Rate
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2013,393,1,0.25,0.73,0.26,0.00,1.43,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2013,1263,10,0.79,0.69,0.85,0.41,1.57,Rate not different than Statewide Rate
756,Samaritan Hospital,Capital District,Capital District,Non-Emergency PCI,2013,143,1,0.70,0.37,1.39,0.02,7.75,Rate not different than Statewide Rate
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2013,484,4,0.83,0.67,0.91,0.25,2.33,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2013,622,7,1.13,0.83,1.00,0.40,2.05,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Non-Emergency PCI,2013,787,7,0.89,0.68,0.96,0.39,1.98,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Non-Emergency PCI,2013,106,0,0.00,0.81,0.00,0.00,3.16,Rate not different than Statewide Rate
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2013,226,0,0.00,0.84,0.00,0.00,1.43,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,Non-Emergency PCI,2013,503,7,1.39,1.02,1.01,0.41,2.08,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2013,2115,12,0.57,0.86,0.49,0.25,0.85,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,Non-Emergency PCI,2013,1567,13,0.83,0.90,0.68,0.36,1.17,Rate not different than Statewide Rate
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2013,197,1,0.51,0.98,0.38,0.00,2.12,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,Non-Emergency PCI,2013,544,5,0.92,0.81,0.84,0.27,1.95,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2013,653,7,1.07,0.62,1.28,0.51,2.63,Rate not different than Statewide Rate
58,UHS-Wilson Med Ctr,Central NY,Central NY,Non-Emergency PCI,2013,501,5,1.00,0.80,0.92,0.30,2.16,Rate not different than Statewide Rate
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2013,226,5,2.21,0.67,2.42,0.78,5.65,Rate significantly higher than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Non-Emergency PCI,2013,218,1,0.46,0.92,0.37,0.00,2.04,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2013,948,8,0.84,0.82,0.76,0.33,1.49,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,Non-Emergency PCI,2013,193,2,1.04,0.69,1.11,0.12,4.00,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2013,433,2,0.46,0.71,0.48,0.05,1.73,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2013,278,2,0.72,0.79,0.67,0.08,2.42,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2013,262,1,0.38,0.84,0.34,0.00,1.88,Rate not different than Statewide Rate
511,Winthrop-Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2013,852,8,0.94,0.82,0.85,0.37,1.67,Rate not different than Statewide Rate
1,Albany Med. Ctr,Capital District,Capital District,Emergency PCI,2012-2014,518,24,4.63,2.86,4.77,3.05,7.09,Rate significantly higher than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2012-2014,309,10,3.24,2.78,3.42,1.64,6.29,Rate not different than Statewide Rate
746,Bassett Medical Center,Capital District,Capital District,Emergency PCI,2012-2014,262,5,1.91,2.33,2.41,0.78,5.61,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Emergency PCI,2012-2014,351,10,2.85,3.18,2.64,1.26,4.86,Rate not different than Statewide Rate
1178,Bronx-Lebanon-Concourse,Bronx,NY Metro - NYC,Emergency PCI,2012-2014,174,4,2.30,3.55,1.91,0.51,4.88,Rate not different than Statewide Rate
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Emergency PCI,2012-2014,186,7,3.76,2.75,4.02,1.61,8.28,Rate not different than Statewide Rate
885,Brookhaven Memorial,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2012-2014,87,2,2.30,2.50,2.71,0.30,9.77,Rate not different than Statewide Rate
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2012-2014,1199,44,3.67,2.71,3.99,2.90,5.36,Rate not different than Statewide Rate
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Emergency PCI,2012-2014,182,3,1.65,2.38,2.04,0.41,5.95,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,Emergency PCI,2012-2014,419,15,3.58,2.46,4.29,2.40,7.07,Rate not different than Statewide Rate
636,Crouse Hospital,Central NY,Central NY,Emergency PCI,2012-2014,233,6,2.58,2.47,3.07,1.12,6.68,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,Emergency PCI,2012-2014,516,8,1.55,2.44,1.87,0.81,3.69,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Emergency PCI,2012-2014,418,12,2.87,2.63,3.21,1.66,5.60,Rate not different than Statewide Rate
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2012-2014,88,0,0.00,2.53,0.00,0.00,4.85,Rate not different than Statewide Rate
599,Faxton - St. Lukes,Central NY,Central NY,Emergency PCI,2012-2014,149,11,7.38,3.72,5.85,2.91,10.46,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,Emergency PCI,2012-2014,225,3,1.33,2.01,1.95,0.39,5.70,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2012-2014,439,21,4.78,2.90,4.85,3.00,7.41,Rate significantly higher than Statewide Rate
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2012-2014,269,13,4.83,2.50,5.69,3.03,9.73,Rate significantly higher than Statewide Rate
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2012-2014,255,3,1.18,2.17,1.59,0.32,4.65,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Emergency PCI,2012-2014,500,14,2.80,2.29,3.60,1.97,6.05,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2012-2014,268,8,2.99,2.90,3.03,1.30,5.97,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Emergency PCI,2012-2014,630,9,1.43,2.43,1.73,0.79,3.28,Rate not different than Statewide Rate
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2012-2014,188,6,3.19,4.37,2.15,0.78,4.68,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2012-2014,704,13,1.85,4.67,1.16,0.62,1.99,Rate significantly lower than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2012-2014,720,17,2.36,2.21,3.14,1.83,5.03,Rate not different than Statewide Rate
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2012-2014,13,0,0.00,1.07,0.00,0.00,77.61,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Emergency PCI,2012-2014,377,12,3.18,2.55,3.67,1.90,6.42,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Emergency PCI,2012-2014,406,6,1.48,2.94,1.48,0.54,3.21,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Emergency PCI,2012-2014,462,16,3.46,3.47,2.94,1.68,4.77,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2012-2014,435,16,3.68,3.84,2.82,1.61,4.58,Rate not different than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Emergency PCI,2012-2014,247,10,4.05,3.62,3.29,1.58,6.05,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2012-2014,873,15,1.72,2.69,1.88,1.05,3.10,Rate not different than Statewide Rate
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,Emergency PCI,2012-2014,300,15,5.00,3.67,4.00,2.24,6.61,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Emergency PCI,2012-2014,552,27,4.89,6.34,2.27,1.50,3.30,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,Emergency PCI,2012-2014,492,8,1.63,2.32,2.06,0.89,4.06,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2012-2014,414,17,4.11,5.13,2.35,1.37,3.77,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,Emergency PCI,2012-2014,25354,746,2.94,2.94,2.94,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2012-2014,178,8,4.49,3.19,4.15,1.79,8.18,Rate not different than Statewide Rate
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2012-2014,448,12,2.68,3.81,2.07,1.07,3.61,Rate not different than Statewide Rate
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2012-2014,97,1,1.03,1.09,2.79,0.04,15.54,Rate not different than Statewide Rate
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2012-2014,372,7,1.88,1.99,2.78,1.11,5.73,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2012-2014,970,30,3.09,2.21,4.12,2.78,5.88,Rate not different than Statewide Rate
756,Samaritan Hospital,Capital District,Capital District,Emergency PCI,2012-2014,182,4,2.20,1.66,3.89,1.05,9.97,Rate not different than Statewide Rate
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2012-2014,394,3,0.76,1.96,1.14,0.23,3.34,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2012-2014,259,6,2.32,2.47,2.76,1.01,6.00,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Emergency PCI,2012-2014,459,21,4.58,3.03,4.44,2.75,6.79,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Emergency PCI,2012-2014,86,4,4.65,2.70,5.08,1.37,13.00,Rate not different than Statewide Rate
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2012-2014,193,5,2.59,2.35,3.24,1.04,7.56,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2012-2014,360,19,5.28,3.71,4.18,2.52,6.53,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2012-2014,504,16,3.17,3.13,2.98,1.70,4.84,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,Emergency PCI,2012-2014,1455,28,1.92,2.36,2.40,1.59,3.47,Rate not different than Statewide Rate
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2012-2014,214,8,3.74,3.57,3.08,1.33,6.07,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,Emergency PCI,2012-2014,532,15,2.82,2.39,3.47,1.94,5.72,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2012-2014,919,17,1.85,2.49,2.18,1.27,3.49,Rate not different than Statewide Rate
58,UHS-Wilson Med Ctr,Central NY,Central NY,Emergency PCI,2012-2014,563,21,3.73,4.05,2.71,1.68,4.14,Rate not different than Statewide Rate
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2012-2014,254,13,5.12,3.65,4.13,2.20,7.06,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2012-2014,333,19,5.71,3.37,4.98,2.99,7.77,Rate significantly higher than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2012-2014,1183,34,2.87,3.01,2.81,1.95,3.93,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2012-2014,272,10,3.68,3.34,3.24,1.55,5.96,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2012-2014,616,16,2.60,2.18,3.50,2.00,5.69,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2012-2014,456,13,2.85,2.95,2.84,1.51,4.86,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2012-2014,195,6,3.08,4.53,2.00,0.73,4.35,Rate not different than Statewide Rate
1,Albany Med. Ctr,Capital District,Capital District,Valve or Valve/CABG,2012-2014,643,19,2.95,2.79,3.37,2.03,5.26,Rate not different than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2012-2014,72,4,5.56,1.58,11.14,3.00,28.53,Rate not different than Statewide Rate
746,Bassett Medical Center,Capital District,Capital District,Valve or Valve/CABG,2012-2014,129,2,1.55,2.69,1.83,0.21,6.61,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2012-2014,249,2,0.80,2.19,1.17,0.13,4.21,Rate not different than Statewide Rate
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2012-2014,739,22,2.98,2.40,3.94,2.47,5.97,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,Valve or Valve/CABG,2012-2014,54,1,1.85,1.54,3.81,0.05,21.20,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,Valve or Valve/CABG,2012-2014,295,11,3.73,2.56,4.63,2.31,8.29,Rate not different than Statewide Rate
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2012-2014,14,0,0.00,3.18,0.00,0.00,26.20,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2012-2014,127,5,3.94,2.76,4.54,1.46,10.58,Rate not different than Statewide Rate
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2012-2014,60,0,0.00,2.10,0.00,0.00,9.27,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2012-2014,463,17,3.67,3.08,3.79,2.20,6.06,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Valve or Valve/CABG,2012-2014,511,8,1.57,3.62,1.38,0.59,2.71,Rate significantly lower than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Valve or Valve/CABG,2012-2014,491,13,2.65,3.97,2.12,1.13,3.63,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2012-2014,487,18,3.70,2.37,4.96,2.94,7.84,Rate not different than Statewide Rate
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2012-2014,19,0,0.00,1.76,0.00,0.00,34.95,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Valve or Valve/CABG,2012-2014,440,19,4.32,3.86,3.55,2.14,5.54,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Valve or Valve/CABG,2012-2014,319,11,3.45,4.44,2.47,1.23,4.42,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2012-2014,224,14,6.25,3.03,6.55,3.58,10.99,Rate significantly higher than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2012-2014,2008,56,2.79,3.08,2.88,2.18,3.74,Rate not different than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2012-2014,261,6,2.30,2.77,2.63,0.96,5.73,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2012-2014,810,28,3.46,3.50,3.13,2.08,4.53,Rate not different than Statewide Rate
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,Valve or Valve/CABG,2012-2014,187,4,2.14,3.33,2.04,0.55,5.23,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2012-2014,2274,54,2.37,3.56,2.12,1.59,2.77,Rate significantly lower than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,Valve or Valve/CABG,2012-2014,117,1,0.85,2.64,1.03,0.01,5.71,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2012-2014,1248,31,2.48,3.16,2.50,1.70,3.54,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,Valve or Valve/CABG,2012-2014,22313,709,3.18,3.18,3.18,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2012-2014,1308,30,2.29,2.03,3.59,2.42,5.12,Rate not different than Statewide Rate
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2012-2014,566,20,3.53,3.33,3.37,2.06,5.20,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2012-2014,1065,42,3.94,3.67,3.41,2.46,4.61,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2012-2014,360,15,4.17,3.90,3.40,1.90,5.60,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Valve or Valve/CABG,2012-2014,210,9,4.29,2.89,4.71,2.15,8.94,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2012-2014,305,18,5.90,2.62,7.17,4.25,11.33,Rate significantly higher than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2012-2014,1667,57,3.42,3.45,3.15,2.38,4.08,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,Valve or Valve/CABG,2012-2014,1243,30,2.41,3.44,2.23,1.50,3.18,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,Valve or Valve/CABG,2012-2014,815,37,4.54,3.18,4.54,3.19,6.25,Rate significantly higher than Statewide Rate
