uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MS,OUTRAS,OUTRO,"40 - 49",M,7
MS,OUTRAS,VIA_PUBLICA,"40 - 49",F,3
MS,OUTRAS,VIA_PUBLICA,"40 - 49",M,8
MS,COVID,HOSPITAL,"40 - 49",F,2
MS,COVID,HOSPITAL,"40 - 49",M,3
MS,INDETERMINADA,DOMICILIO,"40 - 49",M,3
MS,INDETERMINADA,HOSPITAL,"40 - 49",F,2
MS,INDETERMINADA,VIA_PUBLICA,"40 - 49",F,1
MS,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,2
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,5
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,13
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,11
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
MS,PNEUMONIA,DOMICILIO,"40 - 49",F,2
MS,PNEUMONIA,DOMICILIO,"40 - 49",M,1
MS,PNEUMONIA,HOSPITAL,"40 - 49",F,26
MS,PNEUMONIA,HOSPITAL,"40 - 49",M,28
MS,PNEUMONIA,OUTRO,"40 - 49",M,1
MS,SEPTICEMIA,HOSPITAL,"40 - 49",F,18
MS,SEPTICEMIA,HOSPITAL,"40 - 49",M,23
MT,OUTRAS,DOMICILIO,"40 - 49",F,10
MT,OUTRAS,DOMICILIO,"40 - 49",I,1
MT,OUTRAS,DOMICILIO,"40 - 49",M,30
MT,OUTRAS,HOSPITAL,"40 - 49",F,49
MT,OUTRAS,HOSPITAL,"40 - 49",I,1
MT,OUTRAS,HOSPITAL,"40 - 49",M,55
MT,OUTRAS,IGNORADO,"40 - 49",F,30
MT,OUTRAS,IGNORADO,"40 - 49",M,58
MT,OUTRAS,OUTRO,"40 - 49",F,6
MT,OUTRAS,OUTRO,"40 - 49",M,16
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
MT,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
MT,OUTRAS,VIA_PUBLICA,"40 - 49",M,8
MT,COVID,HOSPITAL,"40 - 49",F,1
MT,COVID,HOSPITAL,"40 - 49",M,1
MT,COVID,IGNORADO,"40 - 49",F,1
MT,COVID,IGNORADO,"40 - 49",M,2
MT,COVID,OUTRO,"40 - 49",M,1
MT,INDETERMINADA,OUTRO,"40 - 49",M,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,13
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,15
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,3
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,7
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
MT,PNEUMONIA,DOMICILIO,"40 - 49",M,2
MT,PNEUMONIA,HOSPITAL,"40 - 49",F,12
MT,PNEUMONIA,HOSPITAL,"40 - 49",M,18
MT,PNEUMONIA,IGNORADO,"40 - 49",F,3
MT,PNEUMONIA,IGNORADO,"40 - 49",M,9
MT,PNEUMONIA,OUTRO,"40 - 49",F,2
MT,PNEUMONIA,OUTRO,"40 - 49",M,1
MT,SEPTICEMIA,HOSPITAL,"40 - 49",F,18
MT,SEPTICEMIA,HOSPITAL,"40 - 49",M,16
MT,SEPTICEMIA,IGNORADO,"40 - 49",F,12
MT,SEPTICEMIA,IGNORADO,"40 - 49",M,8
MT,SEPTICEMIA,OUTRO,"40 - 49",M,1
PA,OUTRAS,DOMICILIO,"40 - 49",F,40
PA,OUTRAS,DOMICILIO,"40 - 49",M,41
PA,OUTRAS,HOSPITAL,"40 - 49",F,106
PA,OUTRAS,HOSPITAL,"40 - 49",M,129
PA,OUTRAS,IGNORADO,"40 - 49",M,6
PA,OUTRAS,OUTRO,"40 - 49",F,2
PA,OUTRAS,OUTRO,"40 - 49",M,30
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,10
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,15
PA,OUTRAS,VIA_PUBLICA,"40 - 49",F,4
PA,OUTRAS,VIA_PUBLICA,"40 - 49",M,28
PA,COVID,HOSPITAL,"40 - 49",F,4
PA,COVID,HOSPITAL,"40 - 49",M,3
PA,INDETERMINADA,DOMICILIO,"40 - 49",M,1
PA,INDETERMINADA,OUTRO,"40 - 49",M,4
PA,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,2
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,6
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,3
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,28
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,29
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
PA,PNEUMONIA,DOMICILIO,"40 - 49",F,4
PA,PNEUMONIA,DOMICILIO,"40 - 49",M,2
PA,PNEUMONIA,HOSPITAL,"40 - 49",F,31
PA,PNEUMONIA,HOSPITAL,"40 - 49",M,42
PA,PNEUMONIA,IGNORADO,"40 - 49",M,1
PA,PNEUMONIA,OUTRO,"40 - 49",M,2
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
PA,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
PA,SEPTICEMIA,HOSPITAL,"40 - 49",F,51
PA,SEPTICEMIA,HOSPITAL,"40 - 49",M,49
PA,SEPTICEMIA,IGNORADO,"40 - 49",F,1
PA,SEPTICEMIA,OUTRO,"40 - 49",F,1
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
PA,SRAG,HOSPITAL,"40 - 49",F,3
PA,SRAG,HOSPITAL,"40 - 49",M,1
PB,OUTRAS,DOMICILIO,"40 - 49",F,18
PB,OUTRAS,DOMICILIO,"40 - 49",M,61
PB,OUTRAS,HOSPITAL,"40 - 49",F,71
PB,OUTRAS,HOSPITAL,"40 - 49",M,97
PB,OUTRAS,IGNORADO,"40 - 49",F,1
PB,OUTRAS,IGNORADO,"40 - 49",M,1
PB,OUTRAS,OUTRO,"40 - 49",M,19
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,7
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,8
PB,OUTRAS,VIA_PUBLICA,"40 - 49",M,8
PB,COVID,HOSPITAL,"40 - 49",M,1
PB,INDETERMINADA,DOMICILIO,"40 - 49",F,2
PB,INDETERMINADA,DOMICILIO,"40 - 49",M,4
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,5
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,27
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,22
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
PB,PNEUMONIA,DOMICILIO,"40 - 49",M,3
PB,PNEUMONIA,HOSPITAL,"40 - 49",F,13
PB,PNEUMONIA,HOSPITAL,"40 - 49",M,38
PB,PNEUMONIA,OUTRO,"40 - 49",M,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PB,SEPTICEMIA,DOMICILIO,"40 - 49",F,3
PB,SEPTICEMIA,DOMICILIO,"40 - 49",M,3
PB,SEPTICEMIA,HOSPITAL,"40 - 49",F,26
PB,SEPTICEMIA,HOSPITAL,"40 - 49",M,43
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
PB,SRAG,DOMICILIO,"40 - 49",M,1
PB,SRAG,HOSPITAL,"40 - 49",F,4
PB,SRAG,HOSPITAL,"40 - 49",M,3
PE,OUTRAS,DOMICILIO,"40 - 49",F,74
PE,OUTRAS,DOMICILIO,"40 - 49",M,128
PE,OUTRAS,HOSPITAL,"40 - 49",F,209
PE,OUTRAS,HOSPITAL,"40 - 49",M,261
PE,OUTRAS,IGNORADO,"40 - 49",F,4
PE,OUTRAS,IGNORADO,"40 - 49",M,8
PE,OUTRAS,OUTRO,"40 - 49",F,7
PE,OUTRAS,OUTRO,"40 - 49",M,31
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,19
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,30
PE,OUTRAS,VIA_PUBLICA,"40 - 49",F,11
PE,OUTRAS,VIA_PUBLICA,"40 - 49",M,63
PE,COVID,HOSPITAL,"40 - 49",F,3
PE,COVID,HOSPITAL,"40 - 49",M,3
PE,INDETERMINADA,DOMICILIO,"40 - 49",M,3
PE,INDETERMINADA,HOSPITAL,"40 - 49",F,2
PE,INDETERMINADA,HOSPITAL,"40 - 49",M,2
PE,INDETERMINADA,IGNORADO,"40 - 49",M,1
PE,INDETERMINADA,OUTRO,"40 - 49",M,4
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,5
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,11
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,30
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,28
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
PE,PNEUMONIA,DOMICILIO,"40 - 49",F,1
PE,PNEUMONIA,DOMICILIO,"40 - 49",M,11
PE,PNEUMONIA,HOSPITAL,"40 - 49",F,43
PE,PNEUMONIA,HOSPITAL,"40 - 49",M,52
PE,PNEUMONIA,OUTRO,"40 - 49",F,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,7
PE,SEPTICEMIA,DOMICILIO,"40 - 49",F,2
PE,SEPTICEMIA,DOMICILIO,"40 - 49",M,6
PE,SEPTICEMIA,HOSPITAL,"40 - 49",F,97
PE,SEPTICEMIA,HOSPITAL,"40 - 49",M,122
PE,SEPTICEMIA,IGNORADO,"40 - 49",M,3
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
PE,SRAG,HOSPITAL,"40 - 49",F,1
PE,SRAG,HOSPITAL,"40 - 49",M,2
PI,OUTRAS,DOMICILIO,"40 - 49",F,18
PI,OUTRAS,DOMICILIO,"40 - 49",M,41
PI,OUTRAS,HOSPITAL,"40 - 49",F,34
PI,OUTRAS,HOSPITAL,"40 - 49",M,50
PI,OUTRAS,OUTRO,"40 - 49",M,3
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PI,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
PI,OUTRAS,VIA_PUBLICA,"40 - 49",M,4
PI,COVID,OUTRO,"40 - 49",M,1
PI,INDETERMINADA,DOMICILIO,"40 - 49",M,1
PI,INDETERMINADA,HOSPITAL,"40 - 49",F,1
PI,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,6
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,4
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,8
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,15
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,2
PI,PNEUMONIA,DOMICILIO,"40 - 49",F,1
PI,PNEUMONIA,DOMICILIO,"40 - 49",M,2
PI,PNEUMONIA,HOSPITAL,"40 - 49",F,9
PI,PNEUMONIA,HOSPITAL,"40 - 49",M,18
PI,SEPTICEMIA,DOMICILIO,"40 - 49",F,2
PI,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
PI,SEPTICEMIA,HOSPITAL,"40 - 49",F,11
PI,SEPTICEMIA,HOSPITAL,"40 - 49",M,10
PI,SRAG,HOSPITAL,"40 - 49",M,1
PR,OUTRAS,DOMICILIO,"40 - 49",F,60
PR,OUTRAS,DOMICILIO,"40 - 49",M,152
PR,OUTRAS,HOSPITAL,"40 - 49",F,241
PR,OUTRAS,HOSPITAL,"40 - 49",M,273
PR,OUTRAS,IGNORADO,"40 - 49",M,3
PR,OUTRAS,OUTRO,"40 - 49",F,13
PR,OUTRAS,OUTRO,"40 - 49",M,52
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,27
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,9
PR,OUTRAS,VIA_PUBLICA,"40 - 49",F,6
PR,OUTRAS,VIA_PUBLICA,"40 - 49",M,67
PR,COVID,DOMICILIO,"40 - 49",M,1
PR,COVID,HOSPITAL,"40 - 49",F,5
PR,COVID,HOSPITAL,"40 - 49",M,11
PR,INDETERMINADA,DOMICILIO,"40 - 49",F,1
PR,INDETERMINADA,DOMICILIO,"40 - 49",M,9
PR,INDETERMINADA,HOSPITAL,"40 - 49",F,1
PR,INDETERMINADA,HOSPITAL,"40 - 49",M,1
PR,INDETERMINADA,OUTRO,"40 - 49",M,2
PR,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,2
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,3
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,9
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,29
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,31
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
PR,PNEUMONIA,DOMICILIO,"40 - 49",F,1
PR,PNEUMONIA,DOMICILIO,"40 - 49",M,2
PR,PNEUMONIA,HOSPITAL,"40 - 49",F,63
PR,PNEUMONIA,HOSPITAL,"40 - 49",M,80
PR,PNEUMONIA,OUTRO,"40 - 49",F,1
PR,PNEUMONIA,OUTRO,"40 - 49",M,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PR,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
PR,SEPTICEMIA,DOMICILIO,"40 - 49",F,2
PR,SEPTICEMIA,HOSPITAL,"40 - 49",F,84
PR,SEPTICEMIA,HOSPITAL,"40 - 49",M,111
PR,SEPTICEMIA,IGNORADO,"40 - 49",M,1
PR,SEPTICEMIA,OUTRO,"40 - 49",M,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
PR,SRAG,HOSPITAL,"40 - 49",F,4
PR,SRAG,HOSPITAL,"40 - 49",M,1
PR,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RJ,OUTRAS,DOMICILIO,"40 - 49",F,114
RJ,OUTRAS,DOMICILIO,"40 - 49",M,196
RJ,OUTRAS,HOSPITAL,"40 - 49",F,400
RJ,OUTRAS,HOSPITAL,"40 - 49",M,430
RJ,OUTRAS,IGNORADO,"40 - 49",F,1
RJ,OUTRAS,IGNORADO,"40 - 49",M,1
RJ,OUTRAS,OUTRO,"40 - 49",F,18
RJ,OUTRAS,OUTRO,"40 - 49",M,49
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,98
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,136
RJ,OUTRAS,VIA_PUBLICA,"40 - 49",F,5
RJ,OUTRAS,VIA_PUBLICA,"40 - 49",M,56
RJ,COVID,HOSPITAL,"40 - 49",F,2
RJ,COVID,HOSPITAL,"40 - 49",M,4
RJ,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RJ,INDETERMINADA,DOMICILIO,"40 - 49",F,5
RJ,INDETERMINADA,DOMICILIO,"40 - 49",M,10
RJ,INDETERMINADA,HOSPITAL,"40 - 49",F,2
RJ,INDETERMINADA,HOSPITAL,"40 - 49",M,7
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,7
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,7
RJ,INDETERMINADA,VIA_PUBLICA,"40 - 49",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,9
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,9
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,72
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,43
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,17
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,18
RJ,PNEUMONIA,DOMICILIO,"40 - 49",F,1
RJ,PNEUMONIA,DOMICILIO,"40 - 49",M,3
RJ,PNEUMONIA,HOSPITAL,"40 - 49",F,112
RJ,PNEUMONIA,HOSPITAL,"40 - 49",M,148
RJ,PNEUMONIA,OUTRO,"40 - 49",F,2
RJ,PNEUMONIA,OUTRO,"40 - 49",M,2
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,16
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,25
RJ,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,2
RJ,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
RJ,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",F,154
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",M,158
RJ,SEPTICEMIA,OUTRO,"40 - 49",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,22
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,27
RJ,SRAG,HOSPITAL,"40 - 49",F,4
RN,OUTRAS,DOMICILIO,"40 - 49",F,13
RN,OUTRAS,DOMICILIO,"40 - 49",M,36
RN,OUTRAS,HOSPITAL,"40 - 49",F,34
RN,OUTRAS,HOSPITAL,"40 - 49",M,59
RN,OUTRAS,IGNORADO,"40 - 49",F,1
RN,OUTRAS,IGNORADO,"40 - 49",M,4
RN,OUTRAS,OUTRO,"40 - 49",M,13
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,11
RN,OUTRAS,POSTO_SAUDE,"40 - 49",F,1
RN,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
RN,OUTRAS,VIA_PUBLICA,"40 - 49",M,21
RN,INDETERMINADA,DOMICILIO,"40 - 49",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,8
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,9
RN,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RN,PNEUMONIA,DOMICILIO,"40 - 49",F,2
RN,PNEUMONIA,DOMICILIO,"40 - 49",M,4
RN,PNEUMONIA,HOSPITAL,"40 - 49",F,9
RN,PNEUMONIA,HOSPITAL,"40 - 49",M,14
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RN,SEPTICEMIA,DOMICILIO,"40 - 49",M,2
RN,SEPTICEMIA,HOSPITAL,"40 - 49",F,20
RN,SEPTICEMIA,HOSPITAL,"40 - 49",M,32
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RN,SRAG,HOSPITAL,"40 - 49",F,2
RN,SRAG,HOSPITAL,"40 - 49",M,2
RO,OUTRAS,DOMICILIO,"40 - 49",F,8
RO,OUTRAS,DOMICILIO,"40 - 49",M,15
RO,OUTRAS,HOSPITAL,"40 - 49",F,23
RO,OUTRAS,HOSPITAL,"40 - 49",M,42
RO,OUTRAS,OUTRO,"40 - 49",M,5
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RO,OUTRAS,VIA_PUBLICA,"40 - 49",F,2
RO,OUTRAS,VIA_PUBLICA,"40 - 49",M,10
RO,COVID,HOSPITAL,"40 - 49",M,1
RO,INDETERMINADA,DOMICILIO,"40 - 49",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,5
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,4
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,13
RO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RO,PNEUMONIA,HOSPITAL,"40 - 49",F,7
RO,PNEUMONIA,HOSPITAL,"40 - 49",M,8
RO,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
RO,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
RO,SEPTICEMIA,HOSPITAL,"40 - 49",F,5
RO,SEPTICEMIA,HOSPITAL,"40 - 49",M,13
RO,SEPTICEMIA,OUTRO,"40 - 49",F,1
RO,SRAG,HOSPITAL,"40 - 49",F,1
RR,OUTRAS,DOMICILIO,"40 - 49",F,2
RR,OUTRAS,DOMICILIO,"40 - 49",M,1
RR,OUTRAS,HOSPITAL,"40 - 49",F,9
RR,OUTRAS,HOSPITAL,"40 - 49",M,9
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,3
RR,PNEUMONIA,HOSPITAL,"40 - 49",F,3
RR,PNEUMONIA,HOSPITAL,"40 - 49",M,7
RR,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
RR,SEPTICEMIA,HOSPITAL,"40 - 49",M,5
RS,OUTRAS,DOMICILIO,"40 - 49",F,75
RS,OUTRAS,DOMICILIO,"40 - 49",M,125
RS,OUTRAS,HOSPITAL,"40 - 49",F,213
RS,OUTRAS,HOSPITAL,"40 - 49",M,232
RS,OUTRAS,IGNORADO,"40 - 49",F,3
RS,OUTRAS,IGNORADO,"40 - 49",M,5
RS,OUTRAS,OUTRO,"40 - 49",F,8
RS,OUTRAS,OUTRO,"40 - 49",M,23
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,11
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,19
RS,OUTRAS,VIA_PUBLICA,"40 - 49",F,4
RS,OUTRAS,VIA_PUBLICA,"40 - 49",M,18
RS,COVID,HOSPITAL,"40 - 49",F,5
RS,COVID,HOSPITAL,"40 - 49",M,4
RS,INDETERMINADA,DOMICILIO,"40 - 49",F,2
RS,INDETERMINADA,DOMICILIO,"40 - 49",M,6
RS,INDETERMINADA,HOSPITAL,"40 - 49",F,3
RS,INDETERMINADA,HOSPITAL,"40 - 49",M,4
RS,INDETERMINADA,OUTRO,"40 - 49",M,3
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RS,INDETERMINADA,VIA_PUBLICA,"40 - 49",F,1
RS,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,3
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,6
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,40
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,28
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,5
RS,PNEUMONIA,DOMICILIO,"40 - 49",F,1
RS,PNEUMONIA,DOMICILIO,"40 - 49",M,3
RS,PNEUMONIA,HOSPITAL,"40 - 49",F,53
RS,PNEUMONIA,HOSPITAL,"40 - 49",M,78
RS,PNEUMONIA,OUTRO,"40 - 49",M,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,7
RS,SEPTICEMIA,HOSPITAL,"40 - 49",F,101
RS,SEPTICEMIA,HOSPITAL,"40 - 49",M,107
RS,SEPTICEMIA,IGNORADO,"40 - 49",F,2
RS,SEPTICEMIA,IGNORADO,"40 - 49",M,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RS,SEPTICEMIA,VIA_PUBLICA,"40 - 49",F,1
RS,SRAG,HOSPITAL,"40 - 49",M,3
SC,OUTRAS,DOMICILIO,"40 - 49",F,33
SC,OUTRAS,DOMICILIO,"40 - 49",M,63
SC,OUTRAS,HOSPITAL,"40 - 49",F,137
SC,OUTRAS,HOSPITAL,"40 - 49",M,192
SC,OUTRAS,OUTRO,"40 - 49",M,15
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
